,Id,Title,Date,DateAcquired
39897,558,Inscription by Turner: Title of Sketchbook,1811,1856
31854,558,The Susa Valley from above Susa on the Mont Cenis Road,1836,1856
11287,558,Bridport (West Bay) Beach; ?Weymouth and Portland,1811,1856
39893,558,St Michael’s Mount: The Northern Range of the Castle,1811,1856
39892,558,"St Michael’s Mount, Marazion and Mount’s Bay",1811,1856
39891,558,Inscription by Turner: Title of Sketchbook,1811,1856
31855,558,A Mountain Road,1836,1856
11491,558,Printed Page of Coltman’s ‘British Itinerary’,1811,1856
11492,558,Inscription by Turner: Draft of Poetry,1811,1856
11493,558,Blank,1811,1856
11494,558,"Hilly Views, Perhaps on a West Country Coast or near Glastonbury",1811,1856
11495,558,Printed Page of Coltman’s ‘British Itinerary’,1811,1856
11497,558,The River Parrett at Bridgwater,1811,1856
11402,558,The Laira (Plym Estuary) near Saltram Park with Plymouth Beyond,1811,1856
11298,558,Printed Page of Coltman’s ‘British Itinerary’,1811,1856
11403,558,Inscriptions by Turner: Annotations to Printed Page of Coltman’s ‘British Itinerary’,1811,1856
11404,558,Inscription by Turner: Draft of Poetry,1811,1856
11425,558,Printed Page of Coltman’s ‘British Itinerary’,1811,1856
11405,558,?A Mooring on the Truro River near St Michael Penkivel,1811,1856
11502,558,Blank,1811,1856
11406,558,Printed Page of Coltman’s ‘British Itinerary’,1811,1856
11426,558,Inscription by Turner: Draft of Poetry,1811,1856
11462,558,Inscription by Turner: Draft of Poetry,1811,1856
13062,558,"Lulworth Cove, with Portland Beyond",1811,1856
11464,558,Berry Pomeroy Castle,1811,1856
11499,558,Barnstaple,1811,1856
11498,558,?Barnstaple,1811,1856
11407,558,Inscription by Turner: Draft of Poetry,1811,1856
11470,558,Inscription by Turner: Draft of Poetry,1811,1856
11503,558,A Hilly West Country Landscape with Buildings,1811,1856
11517,558,Glastonbury: The Abbey and Town from Wearyall Hill,1811,1856
39980,558,Inscriptions by Turner: Banknote Numbers Annotated with West Country Place Names,1811,1856
39978,558,"Inscriptions by Turner: Calculations; with a Grotesque Head, Perhaps Personifying Jealousy",1811,1856
11477,558,The Water Mill at Berry Pomeroy,1811,1856
39977,558,Inscription by Turner: Title of Sketchbook,1811,1856
11471,558,Berry Pomeroy Castle,1811,1856
11472,558,Berry Pomeroy Castle,1811,1856
11473,558,Berry Pomeroy Castle and Water Mill,1811,1856
31794,558,Langres from the South-West,1836,1856
11474,558,Berry Pomeroy Castle,1811,1856
11475,558,Printed Page of Coltman’s ‘British Itinerary’,1811,1856
11476,558,"A Sailing Boat off St Mawes Castle, with Carrick Roads Beyond",1811,1856
11489,558,"The Ivy Bridge, on the River Erme at Ivybridge; Dunster and the Somerset Coast",1811,1856
11490,558,"The Ivy Bridge, on the River Erme at Ivybridge",1811,1856
31791,558,"Langres, the Roman Wall, Looking up to the Rathaus Gate",1836,1856
11511,558,Lynmouth and Lynton,1811,1856
11504,558,Printed Page of Coltman’s ‘British Itinerary’,1811,1856
11505,558,Inscription by Turner: Draft of Poetry,1811,1856
11516,558,Glastonbury: The Tor from Wearyall Hill,1811,1856
11515,558,A West Country Water Wheel,1811,1856
11285,558,"Polruan Blockhouse, with St Catherine’s Castle, Fowey, in the Distance",1811,1856
11514,558,Inscription by Turner: Draft of Poetry,1811,1856
11286,558,Views of the Fortifications in Fowey Harbour,1811,1856
11513,558,Printed Page of Coltman’s ‘British Itinerary’,1811,1856
11518,558,"Dunster Castle and Minehead; A Coastal View, Possibly at Watchet",1811,1856
11289,558,Inscription by Turner: Draft of Poetry,1811,1856
11510,558,Inscription by Turner: Draft of Poetry; with Sketch of Lynmouth and Lynton,1811,1856
11509,558,Printed Page of Coltman’s ‘British Itinerary’,1811,1856
13030,558,"Inscription by Turner: Notes on West Country Topography, from John Feltham’s ‘Watering and Sea-Bathing Places’",1811,1856
11508,558,Bridgwater Bay and the Coast Beyond from Blue Anchor Bay,1811,1856
11507,558,Minehead and Dunster Castle from Blue Anchor Bay,1811,1856
11506,558,A West Country River or Estuary between Hills with Distant Buildings,1811,1856
11512,558,"Buildings and Wooded Hills, Possibly near a West Country Coast",1811,1856
10358,558,"West Front of Cowdray Castle, with the Stone Bridge",1809,1856
31961,558,"Château d’Argent and Villeneuve, Looking up the Val d’Aosta",1836,1856
31956,558,"Château d’Argent above Villeneuve, Val d’Aosta",1836,1856
12615,558,A Dead Kingfisher,1816,1856
11873,558,Inscription by Turner: A Date,1816,1856
12690,558,The Interior of the Crossing and North Transept of Fountains Abbey,1816,1856
12689,558,"Fountains Abbey, from the River Skell",1816,1856
12687,558,Barden Tower up the Wharfe Valley from the South-East,1816,1856
12631,558,"Gledhow Hall, Leeds",1816,1856
12629,558,"Lindley Hall, Lindley, near Farnley",1816,1856
12628,558,"Lindley Hall, near Farnley, from beside Lake Tiny",1816,1856
12627,558,"Gledhow Hall, Leeds",1816,1856
19775,558,"Lecture Diagram: An Object Lying Flat on the Ground, or Plane Perpendicular to the Picture",1816,1856
19774,558,Lecture Diagram: Perspective Method for a Cube,1816,1856
12625,558,"The Dovestone in Hall Beck Gill, near Farnley Hall",1816,1856
19771,558,Lecture Diagram: Perspective Method for a Cube,1816,1856
12624,558,"The Dovestone in Hall Beck Gill, near Farnley Hall",1816,1856
11852,558,"A Shooting Party on the Moors near Farnley Hall, with Figures: ‘Dogs’, ‘Guns’, ‘Game’ and an ‘Ale Barrel’ in the Foreground",1816,1856
12622,558,?The Wharfe Valley near Barden Tower,1816,1856
12621,558,"Bolton Abbey and the River Wharfe, from the North",1816,1856
19760,558,Lecture Diagram: Geometry of Standard Perspective as the Intersection of the Cone of Vision,1816,1856
19759,558,"Lecture Diagram: Showing Picture-Plane, Position of Spectator, Etc",1816,1856
12620,558,"Ayton Castle, near Scarborough",1816,1856
12619,558,"Bolton Abbey and the River Wharfe, from the East",1816,1856
12618,558,"Lindley Hall, near Farnley, from beside Lake Tiny",1816,1856
12617,558,A Fawkes Family Picnic Party on the Moors near Farnley Hall,1816,1856
12630,558,"The Dovestone in Hall Beck Gill, near Farnley Hall",1816,1856
12632,558,"Gledhow Hall, Leeds",1816,1856
12686,558,Barden Tower up the Wharfe Valley from the South-East,1816,1856
12637,558,Farnley Hall from the East,1816,1856
12685,558,"Barden Tower, Wharfedale",1816,1856
12684,558,"Bolton Abbey across the River Wharfe, from the North",1816,1856
12683,558,"Gledhow Hall, Leeds; the Roof and Chimneys",1816,1856
19765,558,"Lecture Diagram: An Equilateral Triangle Flat on the Ground, with Sides Parallel to the Picture",1816,1856
11851,558,"Brimham Rocks, above Nidderdale",1816,1856
11850,558,Grouse Shooting with Dogs and Horses on the Moors near Beamsley Beacon,1816,1856
11849,558,"Hall Beck Gill, near Farnley Hall, Looking West",1816,1856
39148,558,"Inscription ?by Turner: Part of a Letter to ‘Walter Fawkes Esqre, Farnley Hall, Otley Yorkshire’",1816,1856
12713,558,"Stepping Stones, Possibly at Burley in Wharfedale",1816,1856
12712,558,"Bolton Abbey and the River Wharfe, from the South",1816,1856
12711,558,Bolton Abbey through Trees from the South,1816,1856
12710,558,"Bolton Abbey and the River Wharfe, from the South",1816,1856
12709,558,Leeds from Beeston Hill,1816,1856
12707,558,A Fawkes Family Picnic Party on the Moors near Farnley Hall,1816,1856
33529,558,Pirna: The Fortress of Sonnenstein,1835,1856
12706,558,Barden Tower,1816,1856
12703,558,"Bolton Abbey and Wharfedale, from the North",1816,1856
12702,558,Rievaulx Abbey from Rievaulx Bridge on the River Rye,1816,1856
12701,558,"Bolton Abbey and the River Wharfe, from the North",1816,1856
12700,558,"Bolton Abbey and the River Wharfe, from the North",1816,1856
12699,558,"Bolton Abbey beside the River Wharfe, from the South",1816,1856
12694,558,Barden Tower from Barden Beck Bridge on the River Wharfe,1816,1856
12691,558,Scarborough Castle from Inland,1816,1856
11881,558,"Leathley Church from Above Lindley Mill, Looking Down the River Washburn",1816,1856
11843,558,Touches of Watercolour,1816,1856
39661,558,A Sky,1816,1856
39783,558,Inscription by Turner: Title of Sketchbook,1816,1856
39784,558,Inscription by Turner: Number of Sketchbook,1816,1856
39785,558,Inscription by Turner: Number of Sketchbook,1816,1856
39786,558,Inscription by Turner: Title of Sketchbook,1816,1856
12682,558,"Gledhow Hall, Leeds",1816,1856
39787,558,Scarborough from the South; Study of ?Seaweed,1816,1856
39789,558,Printed Text on Card,1816,1856
39790,558,Verses on ‘Sweet Independence...’ (Inscription by Turner); The Gable of a Cottage,1816,1856
39791,558,Clouds,1816,1856
11878,558,"An Upland Valley, with a Woman Driving Geese",1816,1856
11879,558,"On the River Ure at Hackfall, Looking South towards Mowbray Castle",1816,1856
11880,558,"On the River Ure at Hackfall, Looking South-South-East from Mowbray Point",1816,1856
39788,558,"Crambe Beck Bridge, on the Road Between Malton and York",1816,1856
12679,558,Rievaulx Abbey from Ryedale,1816,1856
12678,558,?Malham Cove,1816,1856
12677,558,Two Views of Bolton Abbey from the North,1816,1856
39913,558,Knaresborough from the South-South-East,1816,1856
39912,558,Jervaulx Abbey from Jervaulx Park,1816,1856
39911,558,Inscription by Turner,1816,1856
33535,558,Königstein Fortress: West Side,1835,1856
19987,558,"Richmond, Yorkshire: Colour Study",1816,1856
39915,558,Inscription by Turner,1816,1856
39916,558,"Bolton Castle, Wensleydale, from the North-East",1816,1856
39920,558,[inscription by Turner],1816,1856
39917,558,"St Agatha’s Abbey, Easby, from the West",1816,1856
39918,558,"Kendal Bridge, Church and Castle; Two Details of Kendal Castle",1816,1856
39910,558,Sketch Map of the Coast from Winchelsea to Dover,1816,1856
39919,558,Inscription by Turner,1816,1856
13413,558,A Calm Marine; Barges on a River,1815,1856
13477,558,[blank],1815,1856
13412,558,Study for a Marine Picture: ?‘Entrance of the Meuse’,1815,1856
13476,558,Study of Branches,1815,1856
13497,558,River Scene,1815,1856
13495,558,River Scene,1815,1856
13479,558,"Study of Weeds, Etc. Plantain, Nettle, ?Cat’s Call, Daisy, ?Lilock, Grass, Wilson - May [Turner]",1815,1856
13478,558,Trees on River Bank,1815,1856
33507,558,Carriage Sketches of Schloss Weesenstein from the Road,1835,1856
13411,558,Shipping,1815,1856
13500,558,River Scene,1815,1856
39914,558,Inscription by Turner,1816,1856
13499,558,River Scene,1815,1856
13472,558,[inscription],1815,1856
13473,558,River Scene,1815,1856
13763,558,Blank,1815,1856
13474,558,"A Castle, with Trees in Foreground",1815,1856
13475,558,Trees on River Bank,1815,1856
13496,558,River Scene,1815,1856
13498,558,River Scene,1815,1856
11883,558,"On the River Washburn below Folly Hall, Looking to Dob Park Castle",1816,1856
39921,558,Crook of Lune Quarry; Ingleborough and Heysham; A Range of Hills,1816,1856
39923,558,"St Mary’s Abbey, York; the Interior of the West End",1816,1856
12676,558,"Figures, Probably on the Moors near Farnley Hall",1816,1856
12675,558,?Barden Tower and the Bridge on the River Wharfe,1816,1856
12674,558,"Bolton Abbey and the River Wharfe, from the North",1816,1856
12667,558,Leeds from the South,1816,1856
12664,558,A Ground Plan of Fountains Abbey; Gothic Arches,1816,1856
12663,558,A Ground Plan of Fountains Abbey,1816,1856
12659,558,Leeds from Beeston Hill,1816,1856
12658,558,Leeds from Beeston Hill,1816,1856
12657,558,Views of Leeds from the South,1816,1856
12638,558,"A Bridge, Possibly near Otley",1816,1856
39890,558,List of Towns (Inscription by Turner),1816,1856
39392,558,"A Wooded Slope, and Distant Hills",1816,1856
12616,558,"The Flower Garden Porch, Farnley Hall",1816,1856
39924,558,Distant Hills,1816,1856
19994,558,"Kilnsey Crag and Conistone, Upper Wharfedale",1816,1856
39935,558,Sketch Map of North-West and Central Yorkshire; Executors’ Endorsements,1816,1856
39936,558,"Inscription by Turner: Transcript of a Song, ‘Here’s a Health to Honest John Bull’",1816,1856
39957,558,"A Ground Plan of a Cruciform Building, Probably a Church",1816,1856
39956,558,"Gledhow Hall, Leeds",1816,1856
39955,558,"?Hall Beck Gill, near Farnley Hall",1816,1856
40411,558,Splashes of Watercolour,1816,1856
39953,558,Inscription by Turner: Title of Sketchbook,1816,1856
40462,558,The Kent Estuary at Milnthorpe,1816,1856
39959,558,Inscription by Turner: Title of Sketchbook,1816,1856
33528,558,Pirna and Sonnenstein from the Elbe,1835,1856
39943,558,Details of Gothic Architecture at Eton or Windsor,1816,1856
39938,558,Inscription by Turner,1816,1856
39922,558,Inscription by Turner,1816,1856
39937,558,"Mossdale Head, with the Lower Falls",1816,1856
11010,558,The Temple of Aphaia at Aegina (‘The Temple of Jupiter in the Island of Aegina’),1816,1856
11009,558,Crowhurst,1816,1856
40515,558,"Part of a Figure at the Entrance to Dow Cave, near Kettlewell",1816,1856
11882,558,Farnley Hall and Otley from the West Chevin,1816,1856
12708,558,Leeds from Beeston Hill,1816,1856
12705,558,Barden Tower up the Wharfe Valley from the South-East,1816,1856
14390,558,Hardraw Force,1816,1856
14391,558,"The River Greta, near Brignall Church",1816,1856
14392,558,The Junction of the Rivers Greta and Tees at Rokeby,1816,1856
14393,558,Blank,1816,1856
14394,558,Gordale Scar: Waterfalls,1816,1856
14395,558,A Few Tree Trunks,1816,1856
14396,558,"Mossdale, the Lower Falls, with the Upper Falls to Left",1816,1856
14397,558,Blank,1816,1856
14398,558,Ulverston and Coniston Old Man from Conishead Park,1816,1856
14399,558,Ulverston and Coniston Old Man from Conishead Park,1816,1856
14400,558,Levens Estuary and Coniston Old Man from the Shore near Conishead Priory,1816,1856
14401,558,Levens Estuary and Coniston Old Man from the Shore near Conishead Priory,1816,1856
14402,558,"Castle Head from Lindale, Looking over the Kent Estuary and Morecambe Bay",1816,1856
14403,558,"Lancaster, with the Aqueduct",1816,1856
14404,558,Lancaster from the Aqueduct,1816,1856
14405,558,"Lancaster, with the Aqueduct",1816,1856
14406,558,"Lancaster Castle, Church and Town, from the North",1816,1856
14365,558,Richmond from the South-East,1816,1856
14364,558,Richmond from the South-East,1816,1856
14363,558,Richmond Castle and Mill,1816,1856
14362,558,Richmond Castle from the South,1816,1856
14361,558,Richmond from the West,1816,1856
14360,558,Richmond from the West,1816,1856
14389,558,Blank,1816,1856
14359,558,Richmond from the North-East,1816,1856
14357,558,Blank,1816,1856
14380,558,"Hareden, near the Trough of Bowland",1816,1856
14409,558,Lancaster Bridge and Castle from the North-East,1816,1856
14381,558,"Hareden, near the Trough of Bowland",1816,1856
14383,558,"Red Scar on the River Ribble near Preston, looking North-East Towards Pendle Hill",1816,1856
14407,558,Blank,1816,1856
14358,558,Richmond from the North-East,1816,1856
14366,558,"St Agatha’s Abbey, Easby, from the West",1816,1856
14388,558,"Mossdale Head, Wensleydale",1816,1856
14386,558,"The River Greta, near Brignall",1816,1856
15286,558,Study of Sky,1816,1856
15313,558,Study of Sky,1816,1856
15287,558,Study of Sky,1816,1856
15312,558,Study of Sky,1816,1856
15311,558,Study of Sky,1816,1856
15310,558,Study of Sky,1816,1856
15309,558,Study of Sky,1816,1856
15308,558,Study of Sky,1816,1856
15307,558,Study of Sky,1816,1856
15306,558,Study of Sky,1816,1856
15305,558,Study of Sky,1816,1856
15304,558,Study of Sky,1816,1856
15302,558,Study of Sky,1816,1856
15300,558,Study of Sky,1816,1856
15299,558,Study of Sky,1816,1856
15298,558,Study of Sky,1816,1856
15297,558,Study of Sky,1816,1856
14385,558,Blank,1816,1856
14382,558,"Red Scar on the River Ribble near Preston, Looking North-East Towards Pendle Hill",1816,1856
14463,558,Blank,1816,1856
14464,558,Blank,1816,1856
33531,558,"View up the Elbe, Probably near Königstein, with One of the Post-Distance Columns",1835,1856
15288,558,Study of Sky,1816,1856
14387,558,Blank,1816,1856
15289,558,Study of Sky,1816,1856
15291,558,Study of Sky,1816,1856
15292,558,Study of Sky,1816,1856
15293,558,Study of Sky,1816,1856
15294,558,Study of Sky,1816,1856
15295,558,Study of Sky,1816,1856
15296,558,Study of Sky,1816,1856
15290,558,Study of Sky,1816,1856
13408,558,Six Coast Scenes with Shipping or Figures,1815,1856
14367,558,Hardraw Force,1816,1856
14369,558,"Mossdale Upper Falls, Wensleydale",1816,1856
14460,558,Blank,1816,1856
14461,558,Blank,1816,1856
14438,558,Blank,1816,1856
14436,558,Blank,1816,1856
14411,558,Blank,1816,1856
14435,558,Blank,1816,1856
14412,558,Blank,1816,1856
14413,558,Richmond from the South,1816,1856
14414,558,Richmond Castle and Mill,1816,1856
14415,558,"Dallam Tower, near Milnthorpe, Levens Estuary and the Lake District Fells Beyond",1816,1856
14416,558,Sketch Map of North-West and Central Yorkshire,1816,1856
14417,558,A Castle among Trees,1816,1856
14418,558,"A River, with a Rainbow",1816,1856
14419,558,"A Castle, with Trees",1816,1856
14420,558,Study of Sky,1816,1856
14421,558,Study of Sky,1816,1856
14422,558,"Landscape, with Distant Castle",1816,1856
14488,558,Blank,1816,1856
33530,558,Pirna: The Fortress of Sonnenstein,1835,1856
14434,558,Blank,1816,1856
14433,558,Group of Trees by a Stream,1816,1856
14432,558,Landscape with a Bridge,1816,1856
14431,558,Soldiers in a Boat,1816,1856
14459,558,Blank,1816,1856
14430,558,Figures in a Boat,1816,1856
14428,558,Soldiers in a Boat,1816,1856
14427,558,Soldiers in a Boat,1816,1856
14426,558,Cloudy Sky with a Distant Rainbow,1816,1856
14425,558,Distant Castle and Trees,1816,1856
14424,558,Clouds,1816,1856
14423,558,"River Scene, with Houses and Trees",1816,1856
14429,558,The Banks of a River,1816,1856
14368,558,Hardraw Force,1816,1856
14458,558,Blank,1816,1856
14456,558,Blank,1816,1856
14370,558,"Mossdale Upper Falls, Wensleydale; Two Architectural Designs for ?Gate Lodges",1816,1856
14371,558,"Mill Gill Fall, near Askrigg",1816,1856
14372,558,"Mill Gill Fall, near Askrigg",1816,1856
14373,558,"Kilnsey Village and Crag, Wharfedale",1816,1856
14374,558,Blank,1816,1856
14375,558,"Kilnsey Crag and Conistone, Upper Wharfedale, with a Detail of Conistone Chapel",1816,1856
14376,558,"Kilnsey Crag and Conistone, Upper Wharfedale",1816,1856
14377,558,Blank,1816,1856
14378,558,"Sawley Abbey, near Clitheroe",1816,1856
14379,558,"Sawley Abbey, near Clitheroe",1816,1856
14408,558,Lancaster Bridge and Castle from the North-East,1816,1856
14410,558,"Lancaster Castle, Church and Town, from the North",1816,1856
14462,558,Blank,1816,1856
14437,558,Blank,1816,1856
14439,558,Blank,1816,1856
14440,558,Blank,1816,1856
14441,558,Blank,1816,1856
14455,558,Blank,1816,1856
14454,558,Blank,1816,1856
14453,558,Blank,1816,1856
14452,558,Blank,1816,1856
14451,558,Blank,1816,1856
14450,558,Blank,1816,1856
14457,558,Blank,1816,1856
14449,558,Blank,1816,1856
14447,558,Blank,1816,1856
14446,558,Blank,1816,1856
14445,558,Blank,1816,1856
14444,558,Blank,1816,1856
14443,558,Blank,1816,1856
14442,558,Blank,1816,1856
14448,558,Blank,1816,1856
15284,558,Study of Sky,1816,1856
13494,558,"Scene on River, near ?Shot Tower",1815,1856
13492,558,A Sketch,1815,1856
13640,558,Blank,1815,1856
13641,558,Blank,1815,1856
13642,558,Blank,1815,1856
13643,558,Blank,1815,1856
13644,558,Blank,1815,1856
13645,558,Blank,1815,1856
13646,558,Blank,1815,1856
13647,558,Blank,1815,1856
13648,558,Blank,1815,1856
13504,558,River Scene,1815,1856
13650,558,Blank,1815,1856
13651,558,Blank,1815,1856
13652,558,Blank,1815,1856
13653,558,Blank,1815,1856
13639,558,Blank,1815,1856
13654,558,Blank,1815,1856
13656,558,Blank,1815,1856
13657,558,Blank,1815,1856
13658,558,Blank,1815,1856
13659,558,Blank,1815,1856
13660,558,Boats and a Ship under Sail,1815,1856
13661,558,Blank,1815,1856
13634,558,Blank,1815,1856
13632,558,Blank,1815,1856
13603,558,"Boats, Probably on the Thames",1815,1856
13631,558,Blank,1815,1856
13605,558,Boats and a Ship under Sail,1815,1856
13606,558,A Ship and Boats under Sail,1815,1856
13607,558,Blank,1815,1856
13608,558,Blank,1815,1856
13655,558,Blank,1815,1856
13638,558,Blank,1815,1856
13637,558,Blank,1815,1856
13636,558,Blank,1815,1856
13395,558,Sketches at Windsor; Addresses; Arithmetic &c (Inscriptions by Turner),1815,1856
13155,558,?Blank,1815,1856
13819,558,Blank,1815,1856
33382,558,Sketches of Cologne from the Rhine,1835,1856
13831,558,Blank,1815,1856
13340,558,Blank,1815,1856
13830,558,Blank,1815,1856
13829,558,Blank,1815,1856
13828,558,Blank,1815,1856
13332,558,Blank,1815,1856
13827,558,Blank,1815,1856
13826,558,Blank,1815,1856
13825,558,Blank,1815,1856
13824,558,Blank,1815,1856
13823,558,Blank,1815,1856
13820,558,Blank,1815,1856
33480,558,Hamburg: Gabled Houses,1835,1856
13635,558,Blank,1815,1856
13633,558,Blank,1815,1856
13503,558,River Scene,1815,1856
13460,558,Classical Architecture; Buildings on a Hill,1815,1856
13501,558,River Scene,1815,1856
33504,558,Schloss Weesenstein: Carriage Sketch,1835,1856
13609,558,Blank,1815,1856
33505,558,"Dresden: View from the Gardens on the Upper Level of the Zwinger close to the Outer Side of the Wall Pavilion, Looking towards the Bridge, Hofkirche, Wall Pavilion and Schloss",1835,1856
33493,558,Two Views of Saxon Switzerland,1835,1856
33492,558,[inscriptions by Turner],1835,1856
33483,558,"Hamburg: The Blockhaus, with the Spire of the Michaeliskirche beyond",1835,1856
33477,558,"Copenhagen: The South-West and North-West Sides of Kongens Nytorv: (1) The King’s Theatre, Ericsens Palace, St Nicholas’ Tower, Hôtel du Grand Nord; (2) Hôtel d’Angleterre and Hovedvagten",1835,1856
33478,558,"Hamburg: The Western Prospect from the Stintfang, Looking down the Elbe towards St Pauli, with Gazing Figures in the Foreground",1835,1856
33479,558,"Hamburg: The Western Prospect from the Stintfang, Looking down the Elbe towards St Pauli, with Gazing Figures in the Foreground",1835,1856
33494,558,[blank],1835,1856
13610,558,Blank,1815,1856
13611,558,Blank,1815,1856
13612,558,Blank,1815,1856
11015,558,The Deluge,1815,1856
14918,558,Design for the Farnley Hall series of Historical Vignettes and Fairfaxiana; ‘Ruin of the Royal Cause...’,1815,1856
14917,558,Design for the Farnley Hall series of Historical Vignettes and Fairfaxiana; ‘Civil War’,1815,1856
14916,558,Design for the Farnley Hall series of Historical Vignettes and Fairfaxiana; ‘Resistance to Oppression ...’,1815,1856
14915,558,"Design for the Farnley Hall Series of Historical Vignettes and Fairfaxiana; ‘Bad Advisors, Arbitrary Measures...’",1815,1856
33500,558,"Dresden: View from the Basin on the Upper Level of the Zwinger close to the Outer Side of the Wall Pavilion, Looking towards the Japanese Palace (across the Elbe) and (through the Trees) the Wall Pavilion, Hofkirche and Scloss",1835,1856
39926,558,"Arithmetic, Itinerary &c (Inscriptions by Turner)",1815,1856
39925,558,A Coast Scene; Accounts (Inscriptions by Turner),1815,1856
13737,558,Blank,1815,1856
13677,558,Blank,1815,1856
33499,558,"Dresden: View from the Basin on the Upper Level of the Zwinger close to the Outer Side of the Wall Pavilion, Looking towards the Neustadt, Bridge, Wall Pavilion, Hofkirche, Schloss and Frauenkirche (the Figures in the Garden Continued in the Sky)",1835,1856
13666,558,Vessels under Sail,1815,1856
13667,558,A Pencil Mark,1815,1856
13668,558,Ships and Boats under Sail,1815,1856
13669,558,Blank,1815,1856
13670,558,Blank,1815,1856
13671,558,Blank,1815,1856
13684,558,Ships under Sail,1815,1856
13683,558,Blank,1815,1856
13682,558,Blank,1815,1856
13681,558,Blank,1815,1856
13680,558,Blank,1815,1856
13679,558,Blank,1815,1856
11024,558,A Lake or River with Wooded Banks and a Distant Bridge,1815,1856
39146,558,An Italianate Terrace or Bridge with a Statue,1815,1856
13678,558,Blank,1815,1856
13676,558,Blank,1815,1856
13675,558,Blank,1815,1856
13674,558,Blank,1815,1856
13673,558,Blank,1815,1856
13672,558,Blank,1815,1856
13740,558,Blank,1815,1856
13774,558,Blank,1815,1856
11110,558,"Vale of Pickering, Yorkshire, with Huntsmen",1815,1856
40771,558,Crossing the Brook,1815,1856
13613,558,Blank,1815,1856
13614,558,Blank,1815,1856
7753,558,"The Battle of Fort Rock, Val d’Aouste, Piedmont, 1796",1815,1856
13615,558,Blank,1815,1856
13616,558,Blank,1815,1856
13617,558,Blank,1815,1856
13618,558,Blank,1815,1856
13619,558,Blank,1815,1856
13620,558,Blank,1815,1856
13621,558,Blank,1815,1856
13622,558,Blank,1815,1856
13623,558,Blank,1815,1856
13624,558,Blank,1815,1856
13625,558,Blank,1815,1856
13626,558,Blank,1815,1856
13627,558,Blank,1815,1856
13628,558,Blank,1815,1856
33501,558,"Dresden: View from the Brühl Terrace, Looking towards the Hofkirche, Italian Village, Bridge and Part of the Japanese Palace on the Opposite Bank",1835,1856
39946,558,Inscription by Turner: A Draft List of Later ‘Liber Studiorum’ Subjects,1815,1856
39945,558,Inscription by Turner: A Latin Phrase,1815,1856
39944,558,Inscription by Turner: Number of Sketchbook,1815,1856
33502,558,Dresden: The Schloss and Hofkirche from the End of the Brühl Terrace,1835,1856
33503,558,Schloss Weesenstein,1835,1856
11115,558,An Evening Scene,1815,1856
39934,558,[title not known],1815,1856
13665,558,Blank,1815,1856
13664,558,A Ship and a Boat or Boats under Sail,1815,1856
13663,558,A Pencil Mark,1815,1856
13662,558,Boats and a Ship under Sail,1815,1856
13630,558,Blank,1815,1856
13629,558,Blank,1815,1856
39930,558,Title (Inscription by Turner),1815,1856
33481,558,Hamburg: The Blockhaushafen with the Nikolaikirche and Other Churches and the Baumhaus,1835,1856
33482,558,Hamburg: The Blockhaushafen with the Vorsetzen,1835,1856
33484,558,"Copenhagen: The Landemaerket Looking towards the Trinity Church, Round Tower and Church of Our Lady",1835,1856
13449,558,Figures on a River Bank,1815,1856
13450,558,Partial Copy of ‘The Enchanted Isle’ by Antoine Watteau,1815,1856
13451,558,Partial Copy of ‘The Enchanted Isle’ by Antoine Watteau; Two Composition Studies for ‘Rome from the Vatican’,1815,1856
13452,558,Cloudy Sky over a River; ?Richmond,1815,1856
13457,558,Classical Architecture; an Arcade and other Buildings,1815,1856
13453,558,Cloudy Sky over a River; ?Richmond,1815,1856
13454,558,Study of Leaves,1815,1856
13438,558,A Rainbow over Richmond Bridge,1815,1856
13436,558,A Rainbow over Richmond Bridge,1815,1856
13470,558,"A Castle, with Trees in Foreground. ?Walmer Castle",1815,1856
13422,558,"Study for ‘England: Richmond Hill, on the Prince Regent’s Birthday’",1815,1856
13415,558,?Sails or Shipping,1815,1856
13416,558,Barges at Greenwich,1815,1856
13469,558,"A Castle, with Trees in Foreground. ?Walmer Castle",1815,1856
13468,558,[blank],1815,1856
13466,558,A Cloudy Sky,1815,1856
13455,558,Blank,1815,1856
13430,558,Richmond Bridge and Thames-Side Villas,1815,1856
13429,558,Richmond Bridge,1815,1856
13428,558,Figures in Boat,1815,1856
13427,558,"Study for ‘England: Richmond Hill, on the Prince Regent’s Birthday’",1815,1856
13426,558,"Study for ‘England: Richmond Hill, on the Prince Regent’s Birthday’",1815,1856
13425,558,"Study for ‘England: Richmond Hill, on the Prince Regent’s Birthday’",1815,1856
13448,558,Figures on a River Bank,1815,1856
13424,558,"Study for ‘England: Richmond Hill, on the Prince Regent’s Birthday’",1815,1856
13423,558,"Study for ‘England: Richmond Hill, on the Prince Regent’s Birthday’",1815,1856
13421,558,"Boats on the River, Richmond Bridge",1815,1856
13420,558,"Boats on the River, Richmond Bridge",1815,1856
13419,558,Richmond Bridge; Accounts (Inscriptions by Turner),1815,1856
13418,558,Richmond Bridge; Accounts (Inscriptions by Turner),1815,1856
13417,558,Arithmetic (Inscriptions by Turner),1815,1856
13435,558,A Rainbow over Richmond Bridge,1815,1856
13431,558,Richmond Bridge and Thames-Side Villas,1815,1856
13458,558,Classical Architecture; Buildings on a Hill,1815,1856
33490,558,"(1) Two Figures; (2) (3) Copenhagen from the Sound, with Boats",1835,1856
13491,558,A Bridge,1815,1856
